YYYYMMDD,RH
#,Opmerking:
#,SOURCE:
#,Comment:
#,STN
#,344
#,RH
#,"STN,YYYYMMDD,"
"344,20211123,",3
"344,20211124,",0
"344,20211125,",17
"344,20211126,",213
"344,20211127,",26
"344,20211128,",32
"344,20211129,",36
"344,20211130,",64
"344,20211201,",42
"344,20211202,",34
"344,20211203,",5
"344,20211204,",40
"344,20211205,",41
"344,20211206,",65
"344,20211207,",48
"344,20211208,",1
"344,20211209,",9
"344,20211210,",45
"344,20211211,",17
"344,20211212,",17
"344,20211213,",0
"344,20211214,",2
"344,20211215,",0
"344,20211216,",0
"344,20211217,",0
"344,20211218,",0
"344,20211219,",-1
"344,20211220,",-1
"344,20211221,",0
"344,20211222,",0
"344,20211223,",19
"344,20211224,",20
"344,20211225,",2
"344,20211226,",1
"344,20211227,",26
"344,20211228,",59
"344,20211229,",31
"344,20211230,",0
"344,20211231,",-1
"344,20220101,",2
"344,20220102,",64
"344,20220103,",0
"344,20220104,",8
"344,20220105,",48
"344,20220106,",4
"344,20220107,",23
"344,20220108,",183
"344,20220109,",5
"344,20220110,",-1
"344,20220111,",5
"344,20220112,",6
"344,20220113,",0
"344,20220114,",0
"344,20220115,",0
"344,20220116,",2
"344,20220117,",0
"344,20220118,",0
"344,20220119,",11
"344,20220120,",16
"344,20220121,",2
"344,20220122,",-1
"344,20220123,",0
"344,20220124,",0
"344,20220125,",0
"344,20220126,",0
"344,20220127,",23
"344,20220128,",0
"344,20220129,",0
"344,20220130,",2
"344,20220131,",53
"344,20220201,",17
"344,20220202,",-1
"344,20220203,",6
"344,20220204,",58
"344,20220205,",66
"344,20220206,",151
"344,20220207,",8
"344,20220208,",0
"344,20220209,",3
"344,20220210,",20
"344,20220211,",3
"344,20220212,",0
"344,20220213,",0
"344,20220214,",30
"344,20220215,",90
"344,20220216,",82
"344,20220217,",23
"344,20220218,",19
"344,20220219,",80
"344,20220220,",229
"344,20220221,",36
"344,20220222,",18
"344,20220223,",0
"344,20220224,",55
"344,20220225,",11
"344,20220226,",0
"344,20220227,",0
"344,20220228,",0
"344,20220301,",19
"344,20220302,",0
"344,20220303,",0
"344,20220304,",0
"344,20220305,",0
"344,20220306,",0
"344,20220307,",0
"344,20220308,",0
"344,20220309,",0
"344,20220310,",0
"344,20220311,",-1
"344,20220312,",-1
"344,20220313,",-1
"344,20220314,",3
"344,20220315,",0
"344,20220316,",-1
"344,20220317,",6
"344,20220318,",0
"344,20220319,",0
"344,20220320,",6
"344,20220321,",0
"344,20220322,",0
"344,20220323,",0
"344,20220324,",0
"344,20220325,",0
"344,20220326,",0
"344,20220327,",0
"344,20220328,",0
"344,20220329,",0
"344,20220330,",14
"344,20220331,",71
"344,20220401,",25
"344,20220402,",-1
"344,20220403,",-1
"344,20220404,",97
"344,20220405,",36
"344,20220406,",22
"344,20220407,",111
"344,20220408,",3
"344,20220409,",4
"344,20220410,",0
"344,20220411,",0
"344,20220412,",0
"344,20220413,",0
"344,20220414,",0
"344,20220415,",0
"344,20220416,",0
"344,20220417,",0
"344,20220418,",0
"344,20220419,",0
"344,20220420,",0
"344,20220421,",0
"344,20220422,",0
"344,20220423,",0
"344,20220424,",0
"344,20220425,",14
"344,20220426,",-1
"344,20220427,",0
"344,20220428,",0
"344,20220429,",0
"344,20220430,",4
"344,20220501,",0
"344,20220502,",0
"344,20220503,",0
"344,20220504,",-1
"344,20220505,",0
"344,20220506,",0
"344,20220507,",0
"344,20220508,",0
"344,20220509,",0
"344,20220510,",-1
"344,20220511,",34
"344,20220512,",0
"344,20220513,",0
"344,20220514,",0
"344,20220515,",0
"344,20220516,",10
"344,20220517,",-1
"344,20220518,",0
"344,20220519,",104
"344,20220520,",138
"344,20220521,",0
"344,20220522,",0
"344,20220523,",128
"344,20220524,",44
"344,20220525,",1
"344,20220526,",0
"344,20220527,",6
"344,20220528,",3
"344,20220529,",25
"344,20220530,",-1
"344,20220531,",33
"344,20220601,",10
"344,20220602,",0
"344,20220603,",0
"344,20220604,",-1
"344,20220605,",222
"344,20220606,",45
"344,20220607,",-1
"344,20220608,",70
"344,20220609,",20
"344,20220610,",-1
"344,20220611,",0
"344,20220612,",0
"344,20220613,",0
"344,20220614,",0
"344,20220615,",0
"344,20220616,",0
"344,20220617,",-1
"344,20220618,",0
"344,20220619,",27
"344,20220620,",0
"344,20220621,",0
"344,20220622,",0
"344,20220623,",0
"344,20220624,",129
"344,20220625,",28
"344,20220626,",0
"344,20220627,",111
"344,20220628,",0
"344,20220629,",0
"344,20220630,",132
"344,20220701,",7
"344,20220702,",-1
"344,20220703,",1
"344,20220704,",0
"344,20220705,",0
"344,20220706,",-1
"344,20220707,",6
"344,20220708,",0
"344,20220709,",0
"344,20220710,",-1
"344,20220711,",0
"344,20220712,",1
"344,20220713,",0
"344,20220714,",0
"344,20220715,",0
"344,20220716,",0
"344,20220717,",0
"344,20220718,",0
"344,20220719,",0
"344,20220720,",2
"344,20220721,",59
"344,20220722,",5
"344,20220723,",0
"344,20220724,",0
"344,20220725,",-1
"344,20220726,",6
"344,20220727,",3
"344,20220728,",0
"344,20220729,",0
"344,20220730,",-1
"344,20220731,",14
"344,20220801,",4
"344,20220802,",0
"344,20220803,",0
"344,20220804,",0
"344,20220805,",-1
"344,20220806,",0
"344,20220807,",0
"344,20220808,",0
"344,20220809,",0
"344,20220810,",0
"344,20220811,",0
"344,20220812,",0
"344,20220813,",0
"344,20220814,",0
"344,20220815,",110
"344,20220816,",0
"344,20220817,",117
"344,20220818,",0
"344,20220819,",2
"344,20220820,",0
"344,20220821,",0
"344,20220822,",-1
"344,20220823,",0
"344,20220824,",0
"344,20220825,",0
"344,20220826,",-1
"344,20220827,",-1
"344,20220828,",0
"344,20220829,",0
"344,20220830,",0
"344,20220831,",0
"344,20220901,",0
"344,20220902,",0
"344,20220903,",0
"344,20220904,",0
"344,20220905,",238
"344,20220906,",199
"344,20220907,",62
"344,20220908,",10
"344,20220909,",148
"344,20220910,",41
"344,20220911,",0
"344,20220912,",0
"344,20220913,",-1
"344,20220914,",-1
"344,20220915,",9
"344,20220916,",130
"344,20220917,",86
"344,20220918,",169
"344,20220919,",8
"344,20220920,",15
"344,20220921,",0
"344,20220922,",0
"344,20220923,",108
"344,20220924,",12
"344,20220925,",8
"344,20220926,",179
"344,20220927,",244
"344,20220928,",64
"344,20220929,",0
"344,20220930,",108
"344,20221001,",103
"344,20221002,",-1
"344,20221003,",0
"344,20221004,",0
"344,20221005,",50
"344,20221006,",-1
"344,20221007,",8
"344,20221008,",1
"344,20221009,",0
"344,20221010,",3
"344,20221011,",0
"344,20221012,",3
"344,20221013,",35
"344,20221014,",22
"344,20221015,",15
"344,20221016,",6
"344,20221017,",49
"344,20221018,",0
"344,20221019,",0
"344,20221020,",16
"344,20221021,",-1
"344,20221022,",-1
"344,20221023,",91
"344,20221024,",44
"344,20221025,",6
"344,20221026,",-1
"344,20221027,",-1
"344,20221028,",0
"344,20221029,",-1
"344,20221030,",-1
"344,20221031,",5
"344,20221101,",53
"344,20221102,",15
"344,20221103,",64
"344,20221104,",77
"344,20221105,",5
"344,20221106,",156
"344,20221107,",9
"344,20221108,",0
"344,20221109,",24
"344,20221110,",0
"344,20221111,",0
"344,20221112,",0
"344,20221113,",0
"344,20221114,",0
"344,20221115,",44
"344,20221116,",102
"344,20221117,",179
"344,20221118,",111
"344,20221119,",2
"344,20221120,",94
"344,20221121,",59
"344,20221122,",2
"344,20221123,",39
"344,20221124,",34
"344,20221125,",29
"344,20221126,",0
"344,20221127,",102
"344,20221128,",14
"344,20221129,",-1
"344,20221130,",1
"344,20221201,",0
"344,20221202,",0
"344,20221203,",0
"344,20221204,",0
"344,20221205,",-1
"344,20221206,",25
"344,20221207,",39
"344,20221208,",115
"344,20221209,",7
"344,20221210,",-1
"344,20221211,",-1
"344,20221212,",0
"344,20221213,",0
"344,20221214,",2
"344,20221215,",4
"344,20221216,",0
"344,20221217,",0
"344,20221218,",33
"344,20221219,",66
"344,20221220,",31
"344,20221221,",12
"344,20221222,",65
"344,20221223,",82
"344,20221224,",-1
"344,20221225,",86
"344,20221226,",15
"344,20221227,",7
"344,20221228,",48
"344,20221229,",37
"344,20221230,",60
"344,20221231,",161
"344,20230101,",37
"344,20230102,",22
"344,20230103,",54
"344,20230104,",109
"344,20230105,",8
"344,20230106,",23
"344,20230107,",29
"344,20230108,",5
"344,20230109,",27
"344,20230110,",75
"344,20230111,",58
"344,20230112,",352
"344,20230113,",9
"344,20230114,",212
"344,20230115,",6
"344,20230116,",151
"344,20230117,",-1
"344,20230118,",12
"344,20230119,",107
"344,20230120,",147
"344,20230121,",0
"344,20230122,",0
"344,20230123,",-1
"344,20230124,",0
"344,20230125,",25
"344,20230126,",8
"344,20230127,",0
"344,20230128,",0
"344,20230129,",0
"344,20230130,",-1
"344,20230131,",-1
"344,20230201,",1
"344,20230202,",26
"344,20230203,",8
"344,20230204,",2
"344,20230205,",13
"344,20230206,",0
"344,20230207,",0
"344,20230208,",0
"344,20230209,",0
"344,20230210,",-1
"344,20230211,",0
"344,20230212,",0
"344,20230213,",0
"344,20230214,",0
"344,20230215,",0
"344,20230216,",28
"344,20230217,",-1
"344,20230218,",25
"344,20230219,",15
"344,20230220,",0
"344,20230221,",0
"344,20230222,",28
"344,20230223,",16
"344,20230224,",32
"344,20230225,",2
"344,20230226,",0
"344,20230227,",0
"344,20230228,",14
"344,20230301,",0
"344,20230302,",0
"344,20230303,",0
"344,20230304,",4
"344,20230305,",28
"344,20230306,",35
"344,20230307,",81
"344,20230308,",57
"344,20230309,",130
"344,20230310,",117
"344,20230311,",0
"344,20230312,",32
"344,20230313,",24
"344,20230314,",75
"344,20230315,",11
"344,20230316,",7
"344,20230317,",-1
"344,20230318,",44
"344,20230319,",0
"344,20230320,",30
"344,20230321,",16
"344,20230322,",39
"344,20230323,",70
"344,20230324,",7
"344,20230325,",11
"344,20230326,",72
"344,20230327,",20
"344,20230328,",3
"344,20230329,",-1
"344,20230330,",7
"344,20230331,",180
"344,20230401,",43
"344,20230402,",-1
"344,20230403,",0
"344,20230404,",0
"344,20230405,",0
"344,20230406,",91
"344,20230407,",0
"344,20230408,",-1
"344,20230409,",0
"344,20230410,",75
"344,20230411,",25
"344,20230412,",81
"344,20230413,",33
"344,20230414,",0
"344,20230415,",0
"344,20230416,",1
"344,20230417,",0
"344,20230418,",0
"344,20230419,",0
"344,20230420,",11
"344,20230421,",43
"344,20230422,",29
"344,20230423,",106
"344,20230424,",135
"344,20230425,",6
"344,20230426,",0
"344,20230427,",-1
"344,20230428,",31
"344,20230429,",0
"344,20230430,",0
"344,20230501,",9
"344,20230502,",0
"344,20230503,",0
"344,20230504,",-1
"344,20230505,",39
"344,20230506,",11
"344,20230507,",124
"344,20230508,",0
"344,20230509,",145
"344,20230510,",-1
"344,20230511,",54
"344,20230512,",24
"344,20230513,",0
"344,20230514,",0
"344,20230515,",-1
"344,20230516,",0
"344,20230517,",-1
"344,20230518,",0
"344,20230519,",0
"344,20230520,",0
"344,20230521,",0
"344,20230522,",0
"344,20230523,",0
"344,20230524,",0
"344,20230525,",0
"344,20230526,",0
"344,20230527,",0
"344,20230528,",0
"344,20230529,",0
"344,20230530,",0
"344,20230531,",0
"344,20230601,",0
"344,20230602,",0
"344,20230603,",0
"344,20230604,",0
"344,20230605,",0
"344,20230606,",0
"344,20230607,",0
"344,20230608,",0
"344,20230609,",0
"344,20230610,",0
"344,20230611,",0
"344,20230612,",0
"344,20230613,",0
"344,20230614,",0
"344,20230615,",0
"344,20230616,",0
"344,20230617,",0
"344,20230618,",-1
"344,20230619,",1
"344,20230620,",34
"344,20230621,",-1
"344,20230622,",11
"344,20230623,",0
"344,20230624,",0
"344,20230625,",0
"344,20230626,",0
"344,20230627,",-1
"344,20230628,",3
"344,20230629,",1
"344,20230630,",1
"344,20230701,",30
"344,20230702,",0
"344,20230703,",99
"344,20230704,",7
"344,20230705,",139
"344,20230706,",7
"344,20230707,",0
"344,20230708,",0
"344,20230709,",87
"344,20230710,",0
"344,20230711,",-1
"344,20230712,",15
"344,20230713,",12
"344,20230714,",-1
"344,20230715,",20
"344,20230716,",2
"344,20230717,",3
"344,20230718,",-1
"344,20230719,",87
"344,20230720,",0
"344,20230721,",21
"344,20230722,",21
"344,20230723,",13
"344,20230724,",11
"344,20230725,",31
"344,20230726,",-1
"344,20230727,",152
"344,20230728,",-1
"344,20230729,",11
"344,20230730,",108
"344,20230731,",191
"344,20230801,",19
"344,20230802,",144
"344,20230803,",58
"344,20230804,",15
"344,20230805,",86
"344,20230806,",181
"344,20230807,",14
"344,20230808,",33
"344,20230809,",0
"344,20230810,",0
"344,20230811,",0
"344,20230812,",187
"344,20230813,",-1
"344,20230814,",0
"344,20230815,",-1
"344,20230816,",0
"344,20230817,",0
"344,20230818,",0
"344,20230819,",1
"344,20230820,",0
"344,20230821,",0
"344,20230822,",0
"344,20230823,",0
"344,20230824,",13
"344,20230825,",-1
"344,20230826,",32
"344,20230827,",36
"344,20230828,",1
"344,20230829,",0
"344,20230830,",80
"344,20230831,",4
"344,20230901,",40
